Image Name,HAPPY,SAD,ANGRY,CONFUSED,DISGUSTED,SURPRISED,CALM,UNKNOWN,FEAR,section,Gender,Dominant Emotion
62e79e72-1d96-5d7e-a168-7343c22a9c9e,0.041,0.974,2.251,0.945,0.107,0.285,93.094,,0.025,Technology,Man,CALM
1fec0426-8a4f-58c4-ba11-667143396dd9,0.621,0.121,0.112,0.268,0.008,0.327,96.164,,0.004,Opinion,Woman,CALM
3d976cf0-8594-5d1e-9e48-30a794bbdac8,0.008,0.212,0.265,0.153,0.009,0.261,98.605,,0.02,Real Estate,Man,CALM
1ec5a1b0-d658-5e14-bd76-103a60b0486a,0.006,0.22,1.111,0.048,0.01,0.06,97.768,,0.014,Books,Man,CALM
4db222d5-f18f-5690-aca6-48aa86d2a636,0.289,0.043,0.232,0.16,0.019,0.127,97.907,,0.001,Technology,Man,CALM
6a27e062-b0cd-5cde-a2ac-3237cbb2947c,0,0.116,0.035,99.756,0.004,0.081,0.063,,0.002,Movies,Man,CONFUSED
812aef6a-c86e-5945-800d-2c7462d7f283,0.019,0.403,0.074,0.623,0.001,0.052,98.047,,0.001,Media,Man,CALM
74fdc0ea-fa1b-5238-a3c0-f298cc42d1a7,0.051,0.516,0.109,0.15,0.015,0.042,98.605,,0.001,Style,Man,CALM
00e0777d-7f68-525f-9959-ef5567613aec,0.016,0.095,0.076,0.219,0.006,0.176,99.023,,0.001,Media,Man,CALM
5cad32e4-cf9d-5dfc-a09f-e66385adbf0a,0,0,99.512,0,0.413,0,0,,0.024,Real Estate,Man,ANGRY
1a83c3a4-fac9-51bf-a5e6-177b7951b91c,0.002,92.671,0.092,6.551,0.005,0.037,21.004,,0.023,Music,Woman,SAD
b4498067-9250-5a15-ad14-13a913b0ca61,0.014,0.727,2.104,0.157,0.038,0.078,95.396,,0.046,Art & Design,Man,CALM
4d3d64f8-3f13-519a-92e6-a441e737ffa1,0.149,7.123,0.323,1.106,0.03,0.268,86.543,,0.161,Technology,Woman,CALM
d86294ce-c2a1-571c-9655-74751a77f9a2,0.001,0.47,1.382,0.085,0.02,0.015,97.14,,0,Music,Man,CALM
2f83f857-bf2d-5d5e-be95-7603c36ec264,0.006,4.791,0.369,0.084,0.031,0.061,92.188,,0.042,Television,Man,CALM
0ce90b93-b12f-5da7-98e5-8dda63073a4a,0.012,0.072,0.102,0.066,0.003,0.022,99.581,,0.004,Fashion & Style,Woman,CALM
e658a82b-c527-51d9-a484-9ec700cdc955,0.004,0.367,0.233,4.412,0.012,0.054,91.211,,0.075,Technology,Woman,CALM
6f6009a4-1cc0-558c-bde6-ef11c312b131,0.001,0.044,0.007,0.044,0.003,0.033,99.86,,0.001,Education,Man,CALM
48cb7aa9-0e5d-50eb-af45-95cac0e0074b,0.003,0.111,0.117,0.029,0.002,0.011,99.581,,0.001,Opinion,Man,CALM
5a38f8dc-400a-5303-8f13-4a0a167d9e12,0.039,0.201,0.018,0.199,0.011,2.163,96.443,,0.061,Fashion & Style,Woman,CALM
48890262-115a-5d1f-953e-6d6b3e4c72aa,0.004,15.93,74.268,6.587,0.65,0.024,0.871,,0.187,Media,Man,ANGRY
26671841-7d66-535c-8d98-034d4d45643e,0.012,0.146,0.007,0.056,0.002,0.129,99.442,,0.002,Music,Woman,CALM
18ab5ed6-9330-5adb-a2e8-4e955268a3c3,0.085,0.085,1.332,11.232,0.085,1.213,74.922,,0.031,Global Business,Man,CALM
ee92a9a3-d06b-59ee-97f3-adf48841fc74,9.172,0.07,0.042,0.179,0.005,4.62,48.766,,0.011,Theater,Woman,CALM
4a67055a-ae26-543a-99d2-3d68ebfbf484,0.002,1.385,0.812,0.119,0.04,0.057,96.443,,0.013,Dance,Man,CALM
f548abba-0d50-55e8-8787-98f2557e030f,0.201,0.728,4.102,0.436,0.431,1.431,89.29,,0.033,Travel,Man,CALM
e48749f0-8ba1-5764-88d7-983b333ac780,0.007,0.098,16.345,0.399,0.01,0.038,69.795,,0.004,Travel,Man,CALM
b277b363-29a2-5119-b257-3cea4d6a149e,0,0,100,0.001,0.023,0.001,0.011,,0,Media,Man,ANGRY
2dcb576a-0e91-52e9-923b-8dfcf39bc856,0.024,1.034,0.923,0.353,0.003,0.011,96.443,,0,Books,Man,CALM
659ce747-fdbb-5665-a6c4-e54c2e03dbaa,0,0.002,99.707,0.213,0.001,0,0.001,,0,Economy,Man,ANGRY
4f15e041-8062-5dc8-904f-2b2bf3b96295,0.043,0.144,0.101,0.018,0.005,0.034,99.442,,0.005,Movies,Man,CALM
833abf3b-e141-52dc-a692-29e7446664eb,0.025,45.332,1.865,1.612,0.032,0.676,21.37,,36.645,Books,Man,SAD
b3724e09-98c1-5e67-a557-2cc7c4b55b78,0.045,0.383,0.5,0.15,0.04,0.129,98.047,,0.003,Fashion & Style,Woman,CALM
4dec8d88-d485-5220-93f6-e763edf1af70,0.068,0.603,0.142,0.262,0.007,2.918,94.35,,0.153,Music,Woman,CALM
1dfb7f47-2809-590d-9249-c772158a5656,0.001,0.008,0.136,0.06,0.004,14.318,0.013,,93.734,Television,Woman,FEAR
03acfd9a-e04d-5082-a931-11c9b5b80466,0.053,0.294,0.029,0.048,0.003,0.147,99.023,,0.007,Opinion,Woman,CALM
05c6e81c-fb3d-5c9d-aa1e-f7f974d9a1e2,0.013,0.28,67.92,2.304,0.082,0.797,21.736,,0.064,Music,Man,ANGRY
9b83c584-0aec-5642-95fb-ba5b3f56435b,0.023,3.86,0.069,0.206,0.015,0.11,93.583,,0.065,Fashion & Style,Woman,CALM
a560f1cf-a902-5d50-b6cc-7542f43f6702,0.055,20.33,1.453,0.741,0.047,0.066,55.953,,0.111,Economy,Woman,CALM
00a57d25-effe-5fff-bbfd-f151d543476e,1.274,0.648,0.993,0.617,0.034,0.944,89.9,,0.038,Music,Man,CALM
6cffe7ad-050d-5e35-ab2a-e406672aed63,57.648,0.138,0.012,0.138,0.006,0.292,9.772,,0.005,Style,Woman,HAPPY
b571a142-bda0-534a-8092-eae81ca160e5,4.492,1.25,0.06,1.584,0.003,0.478,69.551,,0.016,Health,Woman,CALM
5a250cd2-63c5-5297-84c3-7bfd56244691,0.045,0.065,0.204,0.041,0.004,0.023,99.302,,0.003,Music,Man,CALM
f385253e-adf2-5cd5-866a-36569cb3d888,12.645,0.017,0.056,0.105,0.006,0.268,44.906,,0.001,Science,Man,CALM
0b42f67c-cec2-5852-8fe4-c4d57c40a4c1,0.027,0.083,0.109,0.425,0.001,0.086,98.744,,0.001,Sports,Man,CALM
cc708269-1e52-5363-8adf-344f68c17c2e,0.009,23.381,4.697,0.206,0.07,0.034,51.168,,0.017,Education,Woman,CALM
3a367298-768b-5e41-a45f-23e5ef6c3856,0.031,1.037,18.75,7.462,0.063,3.441,39.512,,9.344,Sports,Man,CALM
670a6c67-b2cd-5114-aaf2-0ce05261e1a5,0.004,3.922,2.011,0.271,0.04,0.076,90.723,,0.075,Real Estate,Man,CALM
2d049171-ad5e-5f85-ba8b-a153081ff649,0,99.979,0.002,0.003,0,0.001,0.095,,0.011,Your Money,Man,SAD
5e3d6c76-911f-5392-ba50-e8df32ed054f,0.062,7.819,0.895,9.359,0.284,3.553,52.877,,1.438,Television,Man,CALM
c061de9c-e9f6-5666-aec0-16984e112cfb,0.114,0.015,0.084,0.029,0.005,0.074,99.163,,0.001,Economy,Man,CALM
81fee820-3ced-591d-9a7a-7b9208dfb258,0.423,0.141,0.018,0.023,0.002,0.044,97.768,,0,Travel,Man,CALM
5f476a32-6a88-58e8-b94f-0ea384a337cf,0.003,98.417,0.009,0.416,0.011,0.161,6.396,,0.203,Technology,Woman,SAD
3e6e8a9a-ebe9-5e15-a95f-8a5c96ef9bbd,0.001,0.293,0.216,0.471,0.011,0.066,98.326,,0.003,Art & Design,Man,CALM
82a7e0b0-290d-5dbc-810c-3337d81aa95e,0.001,0.024,9.631,0.258,0.003,0.055,86.238,,0.002,Dance,Man,CALM
a105b00d-5d43-5b2e-b4f2-d1d807ed8b33,19.397,0.047,0.023,0.032,0.008,0.371,26.497,,0,Travel,Woman,CALM
a648b08c-c96b-5894-a54b-9754755973d2,0.601,1.831,2.046,7.889,0.223,0.404,76.143,,0.04,Art & Design,Man,CALM
b13bbf91-4942-5b94-85e0-75e6fd04ba44,0.011,59.946,0.308,0.586,0.09,0.051,41.674,,0.18,Food,Man,SAD
c02b0e58-e62b-5ba5-9a2e-ec41c37e43ca,0.043,0.041,0.704,0.038,0.005,0.136,98.465,,0.005,Fashion & Style,Man,CALM
4ef68605-67fe-50a0-9e03-7d614806b0be,0.117,0.054,0.068,0.028,0.004,0.085,99.163,,0.022,Food,Woman,CALM
92b29ddb-33cc-510d-90ab-b37c77a329b7,0.006,0.001,0.016,0.034,0.003,0.171,99.721,,0,Technology,Man,CALM
b7b0370e-ee94-55b5-8440-79f3da1e5e41,0.205,1.926,0.546,2.113,0.297,0.212,91.002,,0.112,Theater,Man,CALM
f6c4bf07-1afb-57ab-b930-32eebac828bd,0.586,0.001,0.004,0.015,0,0.01,97.419,,0,Real Estate,Man,CALM
fb49fa3f-6925-5647-a48c-93fbdb9fd8d5,0.004,0.218,0.062,0.045,0.004,0.004,99.442,,0.002,Travel,Man,CALM
a83009d5-ee37-5dda-b67a-1015d0abdc64,0.011,0.453,0.104,0.031,0.002,0.089,99.023,,0.01,Well,Woman,CALM
3e0687fb-58a5-5665-9c24-d0cabe710529,0.003,0.595,0.044,0.015,0.001,0.003,99.023,,0.001,Music,Man,CALM
b0cf5f64-a4c0-5ce1-8ed1-d334b1b583b6,0.173,0.012,0.012,0.012,0.002,0.112,99.023,,0.001,Travel,Woman,CALM
02cc717e-114d-5d09-9901-4f4345f68d15,0.021,0.269,0.803,0.471,0.017,0.273,97.14,,0.014,Books,Man,CALM
52cf4116-f11e-5076-a042-08ebaf12625e,0.002,2.02,2.386,0.568,0.081,0.246,91.978,,0.133,Theater,Man,CALM
5e6c36e8-e074-56d1-a7bf-548f3924448d,0.002,1.134,0.055,0.193,0.032,0.035,97.907,,0.001,Style,Man,CALM
b8697d0f-a694-5c46-ad56-e5c5d40018b3,0.071,0.084,0.026,0.062,0,0.248,99.163,,0.008,Books,Man,CALM
3d6d9ba3-da58-572e-ba30-c57b1f53ad3b,0.008,0.611,0.558,0.199,0.028,0.029,97.768,,0.01,Movies,Man,CALM
8bc3a253-fefa-5798-a5b4-3f3e310f2851,0.008,27.806,0.396,0.259,0.03,0.152,51.314,,0.275,Opinion,Woman,CALM
4a1b01f8-a175-5995-99a9-b4def797574e,0.048,0.319,5.072,0.973,0.003,0.428,89.717,,0.102,Sports,Man,CALM
1fa467c3-847c-5f70-ae80-197ed52ed00c,0.536,0.031,0.014,0.11,0.009,0.221,97.14,,0.001,Opinion,Man,CALM
7531a484-7e2c-5be9-bc98-74e968c44fde,0.047,1.717,3.329,67.955,0.056,0.292,18.381,,0.122,Science,Man,CONFUSED
37750d59-6e2d-53ac-9971-da367b83df06,0.004,0.024,0.037,0.022,0.001,0.041,99.86,,0.006,Food,Man,CALM
520fa6b9-94ae-57ae-82c4-3e7ea47a444c,0.031,0.121,1.801,0.075,0.009,0.149,96.861,,0.005,Your Money,Man,CALM
b33a9e12-71be-5230-a4a5-4f6f76c3eef9,0,24.022,0.023,0.842,0.061,0.381,1.683,,81.682,Health,Man,FEAR
c79a9a0d-fa17-59d3-8c9b-30c426f64dc2,0.003,0.047,0.014,0.195,0.005,0.012,99.581,,0.001,Fashion & Style,Man,CALM
865cb7ac-209e-536d-b38a-d3f24d6e4975,0.814,2.783,0.087,0.959,0.023,0.227,90.374,,0.013,Food,Man,CALM
932eb8f4-4573-51f9-bda5-39b4fc90380a,0.039,0.023,0.013,0.031,0.002,0.038,99.721,,0.003,Food,Man,CALM
b07562bb-549d-59e6-a9da-a9d4f83f7f63,1.415,0.469,0.05,1.256,0.023,0.581,90.374,,0.007,Well,Woman,CALM
1ac04ae9-c8ed-57a9-a93e-c6740416b384,0.006,0,0.002,0.003,0.001,0.053,99.86,,0,Theater,Man,CALM
1e19a255-8eb1-5827-96da-07e121ea61d0,0.003,2.492,6.049,1.531,0.181,0.152,84.834,,0.191,Movies,Man,CALM
fd6310d0-d21d-5cc9-85d2-1e738e337248,0.04,2.145,2.261,0.758,0.028,0.107,91.839,,0.089,Art & Design,Man,CALM
41222541-79e0-5b6e-b40e-0fdd8ca04645,0.01,0.964,0.025,0.346,0.014,0.136,97.698,,0.026,Fashion & Style,Man,CALM
3e7ad3a3-6dc6-5cbc-98b6-db0b1be2770f,0.002,0.486,0.859,0.052,0.004,0.008,97.907,,0.031,Books,Man,CALM
3ae4cd84-a1b6-56ea-a396-b182504c27ed,0.214,0.03,0.697,0.224,0.042,0.084,97.559,,0.002,Your Money,Woman,CALM
6955d223-550d-5a7d-bb99-2aa6a172b098,0.02,0.415,0.24,0.691,0.009,0.425,97.28,,0.001,Global Business,Man,CALM
80adc65b-a64f-50b3-beb1-27e719e9459b,0,7.794,1.482,90.723,0.202,0.12,1.328,,0.101,Media,Man,CONFUSED
de6fabf6-514a-5168-a4a3-bf523bc49164,0.014,0.039,0.652,0.748,0.002,0.126,97.559,,0.007,Global Business,Man,CALM
5c7e3eec-cf1a-5349-a266-5affa1aa35d2,0.021,0.199,0.012,0.012,0.001,0.031,99.581,,0.002,Science,Man,CALM
ac43eb57-a2c5-5b35-9548-3876f6153348,0.002,7.416,0.12,85.408,0.006,0.075,7.971,,0.045,Science,Man,CONFUSED
0e60b3c7-ccec-56cd-a4f5-c1c4468e38ba,0.002,0.08,0.035,0.016,0.003,0.009,99.721,,0.001,Food,Man,CALM
e300e6a2-7b60-525e-8ad2-5ccae4bad7cd,0.009,0.329,2.505,0.859,0.009,0.023,94.35,,0.008,Art & Design,Man,CALM
2b373b1c-168b-50f6-bdfc-4fbaa5b95405,0.011,0.216,0.01,0.898,0.008,0.096,97.907,,0.017,Movies,Man,CALM
f6423c14-b7f2-5ad8-bbd0-0438487ce35f,0.047,0.102,0.023,0.465,0.003,0.088,98.744,,0.006,Well,Man,CALM
1eb04e31-808a-5f52-beef-2cab693cb33a,0.047,0.124,0.175,0.065,0.005,0.122,99.163,,0.001,Technology,Man,CALM
2b604f91-393c-5462-bf39-8494dbfc1dca,0.028,0.114,0.005,0.064,0.007,0.081,99.442,,0.001,Your Money,Man,CALM
2c986d7e-4787-5c54-bc53-6a7867874741,0.008,0.412,0.924,0.081,0.019,0.15,97.698,,0.006,Media,Man,CALM
1d57ea04-2f09-53e4-b206-3b96dc47c437,100,0,0,0,0,0.004,0,,0,Travel,Man,HAPPY
1cf56f0c-ec58-5066-a73d-dbc6e130cb1b,0.004,7.574,3.86,0.767,0.04,0.035,83.125,,0.011,Opinion,Woman,CALM
773c09e2-cda0-5eb3-afa9-9284f8d21519,0.039,0.014,0.001,0.006,0,0.051,99.721,,0,Style,Man,CALM
3ae016be-6e02-59a7-9c8f-45e2232b1174,0.009,0.389,0.037,0.141,0.001,0.385,98.605,,0.006,Real Estate,Woman,CALM
1f1d09f9-84a7-551f-8cdd-c5f0e665752d,0.016,4.599,2.878,3.382,0.099,0.15,83.552,,0.17,Books,Man,CALM
55fab1c0-30c8-5079-94ea-fb8be1d44e3e,0.145,0.034,0.009,0.113,0.001,0.025,99.023,,0,Health,Woman,CALM
4d005674-dd64-5c6e-8890-298b6bbe9b56,0.033,0.617,6.799,16.408,0.011,0.182,52.828,,0.033,Style,Man,CALM
61b8f8fb-868d-59e3-bdae-e318a358c4f4,0.006,0.268,4.489,0.42,0.009,0.036,92.327,,0.001,Opinion,Man,CALM
3d116464-3e9e-54f4-b361-92ff6b17fa53,0.004,8.282,0.189,0.444,0.004,0.038,87.397,,0.004,Opinion,Man,CALM
51922de1-2bda-5854-bb9e-49135f53cc45,0.117,0.038,0.004,0.042,0.001,0.06,99.302,,0,Health,Woman,CALM
d0d40d97-5ac5-5dbf-8bbc-a56bccdef6a7,0.014,2.023,33.74,4.224,0.526,0.952,28.07,,9.131,Economy,Woman,ANGRY
5ad583f3-ee57-5b4a-8505-2bf0be5d3d12,0.076,0.885,0.287,0.671,0.04,3.361,92.815,,0.036,Music,Woman,CALM
1e447c23-bb36-5f8a-b80c-34069b307dc9,0.004,0.298,0.507,0.135,0.011,0.555,97.768,,0.03,Economy,Woman,CALM
021f6e4c-5d87-5bec-9f45-bde90ae3074d,0.041,0.166,1.576,0.456,0.021,0.071,96.443,,0.002,Dance,Man,CALM
0f4a5db2-d49e-52bd-857d-79d64a82511e,0.035,0.012,0.014,0.013,0.001,0.046,99.721,,0.003,Media,Woman,CALM
1ca4bdd5-f4ef-55f2-9ca6-2cdfde84ae99,0.014,0.002,86.719,0.133,0.007,14.048,0.225,,1.023,Education,Man,ANGRY
8ce0dce4-5ab4-5ac6-b820-8bc271ccf8a3,3.493,2.092,0.006,0.505,0.005,0.315,81.111,,0.32,Well,Woman,CALM
