Image Name,HAPPY,SAD,ANGRY,CONFUSED,DISGUSTED,SURPRISED,CALM,UNKNOWN,FEAR,section,Gender,Dominant Emotion
c23c8eed-6165-53f1-aca9-017fa788488c,0.025,0.024,0,0.016,0.039,0.002,99.721,,0,Automobiles,Man,CALM
1a817f85-7020-5dd9-9764-305a51f442a5,100,0,0.001,0.004,0.001,0.008,0.003,,0.002,Your Money,Man,HAPPY
15f8e061-6898-5f86-a42d-5d6a6a4e238c,99.023,0.001,0.004,0.009,0.076,0.039,0.144,,0.001,Travel,Woman,HAPPY
4f532c11-fb0a-5d4a-8a68-ee4f73f7bd92,100,0,0.001,0.001,0,0,0,,0,Food,Man,HAPPY
abca2d65-d2cd-5d2d-8193-60a58d72d87c,0.092,0.027,14.648,41.726,0.558,61.613,10.511,,0.134,Opinion,Man,SURPRISED
c3a90602-23d3-5313-bfc6-4d6ed7275328,25.801,0.021,0.288,0.432,0.714,1.039,20.936,,0.052,Your Money,Woman,HAPPY
2d88756e-5d3a-558a-8ab1-6dfee44bb86e,0.248,0.636,30.981,4.417,12.952,31.956,12.562,,7.355,Style,Woman,SURPRISED
2f557e22-969a-5f2f-9b65-5b3b41d17f95,0.036,0.506,6.659,2.871,0.139,0.366,84.773,,0.032,Opinion,Man,CALM
e64cb66b-cd1f-50cf-bd38-ba4d1accd2c2,0.025,0.105,0.013,0.626,0.082,0.566,97.768,,0.01,Economy,Man,CALM
d87f769e-3d74-557e-829b-5a2f86bf7a40,100,0,0,0.003,0,0.019,0.006,,0,Travel,Woman,HAPPY
1f7e0922-51e8-519a-a3d3-e695e3d898d9,19.732,0.357,0.096,0.235,0.244,0.181,25.425,,0.028,Real Estate,Woman,CALM
0a1d1c51-6261-5bae-8df6-86ae94ad59b7,0.055,0.234,0.062,0.586,0.152,0.226,97.768,,0.032,Fashion & Style,Man,CALM
3f814042-695a-567e-8b00-104e333db494,0.001,91.231,0.006,0.657,0.083,0.001,28.748,,0.007,Television,Man,SAD
3f6d381f-4daf-5d5f-9518-7449bad45588,0.014,0.72,2.475,0.409,0.175,0.318,94.001,,0.018,Technology,Woman,CALM
c2066e9d-ed08-5531-8c5c-5d9d9cda463b,0.19,0.528,0.139,0.119,0.092,0.139,97.698,,0.006,Food,Woman,CALM
5d229973-a1b8-5247-bb37-3193fccbc2aa,13.817,0.631,0.161,0.152,0.093,0.286,42.511,,0.034,Movies,Man,CALM
4a04c1e0-6091-5dfd-bf6e-3b3f24e95cbc,0.001,0.142,0.088,0.154,0.025,0.007,99.302,,0,Sports,Man,CALM
45069db8-1748-5b13-8783-c6f2191c6dc8,0.374,0.038,0.013,0.052,0.015,0.037,98.186,,0,Dance,Man,CALM
59fc71a7-9036-523c-aeed-62939463540a,3.544,2.251,0.716,0.6,0.158,0.287,80.134,,0.089,Fashion & Style,Woman,CALM
2a0a7e1d-d489-5a4f-9ad2-f92b4354e11c,0,0,99.805,0.005,0.015,0.164,0.008,,0.001,Music,Man,ANGRY
b5386777-ba2c-5fca-b525-71f880d2d2e1,87.773,0.037,0.06,0.12,0.06,0.054,2.876,,0,Education,Woman,HAPPY
7cb4ad76-bca1-5da0-80da-d1e6acb0e75f,1.906,0.08,0.391,13.186,0.214,72.734,20.461,,0.037,Global Business,Woman,SURPRISED
a81c5846-187e-567a-8f93-f1583d6650b2,0.014,0.028,0.216,0.026,0.005,0.032,99.442,,0.004,Automobiles,Man,CALM
4c1a0138-0db3-5536-8260-c61083312b1f,0.365,0.225,0.453,0.098,0.2,0.024,97.001,,0.003,Your Money,Man,CALM
4d150301-2c8e-546e-a05e-f0cbe389eb8e,0.002,0.111,2.762,93.612,0.494,3.16,1.286,,0.229,Sports,Man,CONFUSED
397095da-a677-5a24-a719-6c35705a97ef,0.006,1.855,1.49,0.516,0.068,0.04,94.141,,0.004,Global Business,Man,CALM
4fedafc6-a4bf-593b-943d-b66a5b8cb9d1,0,72.441,0.008,0.208,0.058,0.001,39.233,,0,Well,Man,SAD
345ad404-57d6-5bcb-83e2-2520871b53f5,0.005,6.537,0.14,0.121,0.016,0.013,90.165,,0.002,Art & Design,Man,CALM
780e7d9f-c14f-595b-8606-2d39e1c2668e,0.002,3.008,0.26,91.536,0.147,0.023,6.702,,0.004,Economy,Woman,CONFUSED
2b3649ac-03eb-5654-9302-9469496d7bb2,0.032,0.037,0.012,1.202,0.02,0.962,96.582,,0.002,Global Business,Man,CALM
5ea4c85b-5bd8-5e90-89e1-55760c9628f3,0.083,5.966,0.915,38.336,0.116,2.571,41.302,,0.637,Art & Design,Man,CALM
03c88ee3-065c-5a1c-8c1f-d82d815e82ee,0.015,4.477,2.301,1.427,0.127,0.947,86.604,,0.149,Movies,Woman,CALM
4776905e-6566-59b6-a568-19e7be581ebb,0.042,0.16,0.054,4.936,0.006,0.142,90.862,,0.005,Style,Man,CALM
4f7737ca-2386-5cb0-9111-b2c0b75e6dd7,0.113,0.032,0.812,40.231,0.487,71.868,5.292,,1.217,Theater,Man,SURPRISED
b3c95354-860c-59c6-9543-85c23d893452,99.023,0.006,0.007,0.035,0.094,0.017,0.113,,0.017,Real Estate,Man,HAPPY
b3724e09-98c1-5e67-a557-2cc7c4b55b78,0.263,0.522,0.136,2.42,0.416,0.751,91.629,,0.237,Fashion & Style,Man,CALM
4dec8d88-d485-5220-93f6-e763edf1af70,0.552,1.359,1.242,3.281,0.306,69.027,29.427,,1.139,Music,Man,SURPRISED
1dfb7f47-2809-590d-9249-c772158a5656,0.001,0.021,0.407,6.236,0.422,26.245,0.016,,81.828,Television,Man,FEAR
03acfd9a-e04d-5082-a931-11c9b5b80466,0.004,0.052,0.195,5.152,0.045,0.008,90.723,,0,Opinion,Man,CALM
05c6e81c-fb3d-5c9d-aa1e-f7f974d9a1e2,0.017,0.776,0.171,0.045,0.007,0.022,98.465,,0.002,Music,Woman,CALM
4f15e041-8062-5dc8-904f-2b2bf3b96295,0.082,9.198,0.911,4.56,1.082,0.222,68.33,,0.14,Movies,Man,CALM
833abf3b-e141-52dc-a692-29e7446664eb,0.051,0.825,0.181,0.595,0.095,0.061,97.14,,0.009,Books,Man,CALM
659ce747-fdbb-5665-a6c4-e54c2e03dbaa,0.504,0.345,2.289,0.23,0.024,0.172,93.443,,0.002,Economy,Man,CALM
9b83c584-0aec-5642-95fb-ba5b3f56435b,11.655,0.023,0.034,0.091,0.027,0.226,46.58,,0.026,Fashion & Style,Man,CALM
4a67055a-ae26-543a-99d2-3d68ebfbf484,0.016,0.301,0.027,0.059,0.066,0.033,99.163,,0.006,Dance,Man,CALM
f548abba-0d50-55e8-8787-98f2557e030f,0.02,0.017,0.007,0.025,0,0.016,99.86,,0,Travel,Man,CALM
48cb7aa9-0e5d-50eb-af45-95cac0e0074b,0.009,5.96,0.026,0.257,0.027,0.044,90.862,,0.014,Opinion,Man,CALM
5a38f8dc-400a-5303-8f13-4a0a167d9e12,0.166,3.687,6.116,3.555,0.392,0.134,79.561,,0.012,Fashion & Style,Man,CALM
48890262-115a-5d1f-953e-6d6b3e4c72aa,0.21,0.12,0.287,0.126,0.025,0.015,98.186,,0.001,Media,Man,CALM
26671841-7d66-535c-8d98-034d4d45643e,61.439,2.057,0.047,0.48,0.594,0.449,3.809,,0.051,Music,Man,HAPPY
18ab5ed6-9330-5adb-a2e8-4e955268a3c3,0.691,0.061,2.148,47.067,1.505,4.879,33.652,,0.069,Global Business,Man,CONFUSED
ee92a9a3-d06b-59ee-97f3-adf48841fc74,98.698,0.023,0.017,0.092,0.072,0.028,0.17,,0,Theater,Woman,HAPPY
2dcb576a-0e91-52e9-923b-8dfcf39bc856,7.955,0.411,0.014,0.857,0.142,0.449,53.072,,0.057,Books,Man,CALM
e48749f0-8ba1-5764-88d7-983b333ac780,100,0,0,0.001,0.007,0.002,0.035,,0,Travel,Woman,HAPPY
b277b363-29a2-5119-b257-3cea4d6a149e,0.185,0.085,0.066,0.157,0.229,0.008,98.326,,0,Media,Man,CALM
b4498067-9250-5a15-ad14-13a913b0ca61,6.624,1.987,0.629,2.065,9.454,0.424,46.975,,0.31,Art & Design,Woman,CALM
4d3d64f8-3f13-519a-92e6-a441e737ffa1,0.002,0.867,0.129,0.848,0.029,0.019,97.001,,0.001,Technology,Man,CALM
00e0777d-7f68-525f-9959-ef5567613aec,98.698,0.002,0.001,0.142,0.032,0.195,0.03,,0.002,Media,Woman,HAPPY
5cad32e4-cf9d-5dfc-a09f-e66385adbf0a,88.75,0.017,0.042,0.183,0.057,0.479,2.435,,0.002,Real Estate,Man,HAPPY
1a83c3a4-fac9-51bf-a5e6-177b7951b91c,0.001,2.632,0.504,0.944,0.123,0.039,93.373,,0.111,Music,Man,CALM
0ce90b93-b12f-5da7-98e5-8dda63073a4a,100,0,0,0,0,0.003,0.003,,0,Fashion & Style,Woman,HAPPY
e658a82b-c527-51d9-a484-9ec700cdc955,91.374,0.017,0.042,0.087,0.018,0.143,2.226,,0.001,Technology,Man,HAPPY
6f6009a4-1cc0-558c-bde6-ef11c312b131,0.008,8.997,2.095,8.464,0.289,0.062,57.369,,0.018,Education,Man,CALM
d86294ce-c2a1-571c-9655-74751a77f9a2,0.115,0.377,2.373,1.495,1.418,0.34,90.513,,0.041,Music,Man,CALM
2f83f857-bf2d-5d5e-be95-7603c36ec264,0.123,16.626,0.135,54.168,1.61,0.427,21.506,,0.609,Television,Man,CONFUSED
6549e5af-79b6-569d-af4c-8fbf1d14796a,100,0,0,0.001,0.002,0.009,0.026,,0,Well,Woman,HAPPY
62e79e72-1d96-5d7e-a168-7343c22a9c9e,11.494,0.173,0.591,0.408,0.241,4.177,44.674,,0.053,Technology,Man,CALM
1ec5a1b0-d658-5e14-bd76-103a60b0486a,100,0,0.001,0.002,0.001,0.011,0.005,,0,Books,Woman,HAPPY
1fec0426-8a4f-58c4-ba11-667143396dd9,89.727,0.107,0.173,0.388,0.626,1.532,0.327,,0.076,Opinion,Man,HAPPY
3d976cf0-8594-5d1e-9e48-30a794bbdac8,95.443,0.004,0.007,0.013,0.009,0.245,1.148,,0.006,Real Estate,Man,HAPPY
4a7699bd-4bc3-51bd-b8a3-181916f44a12,0.001,3.97,0.428,0.387,0.202,0.002,92.746,,0.002,Travel,Man,CALM
2fc87f87-9e9c-56fb-8aa8-812718cd3b6b,0.388,0.029,0.033,0.021,0.016,0.025,98.186,,0,Real Estate,Man,CALM
2dcd5b4c-b3ab-5c40-a212-ffa749753290,0.002,0.015,0.03,9.054,0.042,15.714,56.051,,0.004,Opinion,Man,CALM
812aef6a-c86e-5945-800d-2c7462d7f283,79.473,0.036,0.005,0.153,0.042,0.128,3.699,,0,Media,Man,HAPPY
74fdc0ea-fa1b-5238-a3c0-f298cc42d1a7,0.003,0.693,2.098,1.247,0.154,0.001,93.583,,0,Style,Man,CALM
6a27e062-b0cd-5cde-a2ac-3237cbb2947c,0.092,1.576,8.026,9.837,0.139,0.538,56.344,,0.22,Movies,Man,CALM
4db222d5-f18f-5690-aca6-48aa86d2a636,1.618,0.41,0.002,0.124,0.019,0.317,91.839,,0.004,Technology,Man,CALM
fb49fa3f-6925-5647-a48c-93fbdb9fd8d5,26.484,0.021,0.034,0.087,0.507,0.074,21.546,,0.001,Travel,Man,HAPPY
a83009d5-ee37-5dda-b67a-1015d0abdc64,98.698,0.002,0.006,0.095,0.054,0.023,0.196,,0,Well,Man,HAPPY
3e0687fb-58a5-5665-9c24-d0cabe710529,63.717,0.459,0.608,2.262,0.211,0.841,1.939,,0.16,Music,Man,HAPPY
b0cf5f64-a4c0-5ce1-8ed1-d334b1b583b6,17.96,0.149,0.025,0.028,0.061,0.052,29.359,,0,Travel,Man,CALM
f6c4bf07-1afb-57ab-b930-32eebac828bd,0.047,0.417,0.041,0.052,0.083,0.007,98.884,,0.006,Real Estate,Man,CALM
8bc3a253-fefa-5798-a5b4-3f3e310f2851,0.223,3.598,28.613,10.646,50.049,0.036,4.092,,0.158,Opinion,Man,DISGUSTED
4a1b01f8-a175-5995-99a9-b4def797574e,0.903,1.456,0.417,5.15,0.105,11.319,55.758,,1.72,Sports,Man,CALM
1fa467c3-847c-5f70-ae80-197ed52ed00c,0.833,0.35,2.243,4.237,1.527,1.938,81.66,,0.186,Opinion,Man,CALM
02cc717e-114d-5d09-9901-4f4345f68d15,99.674,0.008,0.001,0.033,0.004,0.006,0.021,,0.001,Books,Man,HAPPY
5e6c36e8-e074-56d1-a7bf-548f3924448d,0,0.596,0.003,0.003,0.007,0,99.163,,0,Style,Man,CALM
52cf4116-f11e-5076-a042-08ebaf12625e,0.618,0.307,0.021,2.356,0.006,0.325,92.467,,0.007,Theater,Man,CALM
b8697d0f-a694-5c46-ad56-e5c5d40018b3,2.205,0.381,0.219,0.173,0.067,0.107,89.29,,0.006,Books,Man,CALM
3d6d9ba3-da58-572e-ba30-c57b1f53ad3b,0.12,0.954,0.005,0.243,0.225,0.114,97.28,,0.002,Movies,Man,CALM
c02b0e58-e62b-5ba5-9a2e-ec41c37e43ca,0.015,0.784,0.296,0.323,0.066,0.051,97.698,,0.004,Fashion & Style,Woman,CALM
a648b08c-c96b-5894-a54b-9754755973d2,2.258,0.117,0.008,5.839,0.09,0.165,81.05,,0.002,Art & Design,Man,CALM
b13bbf91-4942-5b94-85e0-75e6fd04ba44,99.349,0.001,0.017,0.006,0.028,0.044,0.07,,0.002,Food,Woman,HAPPY
92b29ddb-33cc-510d-90ab-b37c77a329b7,13.949,1.411,0.064,0.248,0.055,0.243,41.953,,0.024,Technology,Man,CALM
b7b0370e-ee94-55b5-8440-79f3da1e5e41,0.098,2.319,0.059,84.248,12.439,0.376,1.009,,0.081,Theater,Man,CONFUSED
4ef68605-67fe-50a0-9e03-7d614806b0be,0.364,1.309,0.106,1.029,0.752,0.022,93.443,,0.009,Food,Man,CALM
5e3d6c76-911f-5392-ba50-e8df32ed054f,0.016,13.696,16.504,0.081,0.167,0.023,49.208,,0.055,Television,Man,CALM
c061de9c-e9f6-5666-aec0-16984e112cfb,0.005,2.881,1.72,3.443,0.012,0.015,87.703,,0.002,Economy,Man,CALM
82a7e0b0-290d-5dbc-810c-3337d81aa95e,0.109,1.75,51.367,26.826,3.915,2.171,9.967,,3.461,Dance,Man,ANGRY
81fee820-3ced-591d-9a7a-7b9208dfb258,100,0,0.003,0.001,0.001,0.012,0.004,,0,Travel,Man,HAPPY
5f476a32-6a88-58e8-b94f-0ea384a337cf,0.18,0.057,0.055,6.887,0.637,31.089,49.51,,0.095,Technology,Man,CALM
3e6e8a9a-ebe9-5e15-a95f-8a5c96ef9bbd,90.885,0.013,0.097,0.82,0.757,1.016,0.032,,0.043,Art & Design,Woman,HAPPY
3a367298-768b-5e41-a45f-23e5ef6c3856,0.025,0.037,96.533,0.011,0.033,0.024,0.023,,1.634,Sports,Man,ANGRY
2d049171-ad5e-5f85-ba8b-a153081ff649,0.001,0.718,0.546,0.143,0.066,0.001,97.768,,0,Your Money,Man,CALM
670a6c67-b2cd-5114-aaf2-0ce05261e1a5,99.674,0,0,0.003,0.001,0.067,0.002,,0,Real Estate,Man,HAPPY
a105b00d-5d43-5b2e-b4f2-d1d807ed8b33,100,0,0,0.014,0.002,0.005,0.003,,0,Travel,Man,HAPPY
5a250cd2-63c5-5297-84c3-7bfd56244691,0.152,0.434,0.007,0.025,0.01,0.012,98.605,,0.001,Music,Man,CALM
f385253e-adf2-5cd5-866a-36569cb3d888,0.054,0.032,0.069,0.87,0.158,95.648,10.503,,0.11,Science,Man,SURPRISED
a560f1cf-a902-5d50-b6cc-7542f43f6702,94.303,0.009,0.019,0.026,0.024,0.052,1.582,,0.002,Economy,Woman,HAPPY
00a57d25-effe-5fff-bbfd-f151d543476e,3.056,0.944,8.429,2.21,0.81,5.924,50.826,,0.717,Music,Man,CALM
6cffe7ad-050d-5e35-ab2a-e406672aed63,100,0,0,0.001,0.001,0.019,0.003,,0,Style,Woman,HAPPY
b571a142-bda0-534a-8092-eae81ca160e5,0.594,0.015,0.022,0.116,0.025,0.04,97.14,,0.001,Health,Man,CALM
0b42f67c-cec2-5852-8fe4-c4d57c40a4c1,0.011,5.322,0.325,0.05,0.303,0.15,0.047,,96.528,Sports,Man,FEAR
cc708269-1e52-5363-8adf-344f68c17c2e,99.674,0.002,0.009,0.022,0.018,0.012,0.041,,0.001,Education,Man,HAPPY
0e60b3c7-ccec-56cd-a4f5-c1c4468e38ba,99.349,0.001,0.007,0.012,0.005,0.175,0.012,,0.004,Food,Man,HAPPY
e300e6a2-7b60-525e-8ad2-5ccae4bad7cd,18.379,0.314,0.009,0.027,0.129,0.063,28.423,,0.002,Art & Design,Woman,CALM
2b373b1c-168b-50f6-bdfc-4fbaa5b95405,0.089,0.958,7.373,4.514,0.929,0.087,79.561,,0.026,Movies,Woman,CALM
ac43eb57-a2c5-5b35-9548-3876f6153348,0.002,0.12,0.058,0.333,0.009,0.03,99.163,,0,Science,Man,CALM
2c986d7e-4787-5c54-bc53-6a7867874741,0.068,2.614,10.529,3.825,1.973,0.04,59.078,,0.004,Media,Man,CALM
1d57ea04-2f09-53e4-b206-3b96dc47c437,0.005,14.954,0.167,8.057,4.3,0.622,49.254,,0.476,Travel,Man,CALM
1cf56f0c-ec58-5066-a73d-dbc6e130cb1b,0.002,2.509,1.222,30.105,55.42,1.016,1.199,,6.824,Opinion,Woman,DISGUSTED
1eb04e31-808a-5f52-beef-2cab693cb33a,91.374,0.002,0.001,0.286,0.007,1.986,0.61,,0.007,Technology,Man,HAPPY
f6423c14-b7f2-5ad8-bbd0-0438487ce35f,100,0,0,0.001,0,0.007,0.001,,0,Well,Man,HAPPY
2b604f91-393c-5462-bf39-8494dbfc1dca,0.554,0.004,0.145,0.504,0.396,95.785,0.074,,4.556,Your Money,Woman,SURPRISED
6955d223-550d-5a7d-bb99-2aa6a172b098,1.653,0.292,4.333,84.431,3.012,1.637,1.657,,0.477,Global Business,Man,CONFUSED
5c7e3eec-cf1a-5349-a266-5affa1aa35d2,95.768,0.001,0.01,0.02,0.116,0.094,0.976,,0.01,Science,Woman,HAPPY
de6fabf6-514a-5168-a4a3-bf523bc49164,0.211,0.586,0.362,74.004,0.168,12.208,10.776,,0.262,Global Business,Man,CONFUSED
80adc65b-a64f-50b3-beb1-27e719e9459b,0.955,0.195,1.851,0.863,0.275,1.428,89.351,,0.064,Media,Man,CALM
1e19a255-8eb1-5827-96da-07e121ea61d0,0.083,2.495,3.717,0.863,0.209,0.068,88.984,,0.022,Movies,Man,CALM
865cb7ac-209e-536d-b38a-d3f24d6e4975,96.094,0.004,0.293,0.077,0.198,0.102,0.465,,0.003,Food,Man,HAPPY
c79a9a0d-fa17-59d3-8c9b-30c426f64dc2,1.472,0.197,0.01,0.506,0.006,0.262,92.188,,0.001,Fashion & Style,Man,CALM
932eb8f4-4573-51f9-bda5-39b4fc90380a,100,0.003,0.001,0.006,0.007,0.007,0.003,,0,Food,Woman,HAPPY
b07562bb-549d-59e6-a9da-a9d4f83f7f63,2.767,0.063,0.205,0.293,1.54,0.087,85.566,,0.003,Well,Man,CALM
1ac04ae9-c8ed-57a9-a93e-c6740416b384,100,0.001,0,0.002,0.001,0.031,0.016,,0,Theater,Man,HAPPY
3ae4cd84-a1b6-56ea-a396-b182504c27ed,9.513,1.605,0.418,1.55,0.546,1.064,47.65,,0.061,Your Money,Woman,CALM
3e7ad3a3-6dc6-5cbc-98b6-db0b1be2770f,2.056,0.355,0.115,1.611,0.08,0.784,87.031,,0.067,Books,Man,CALM
fd6310d0-d21d-5cc9-85d2-1e738e337248,19.872,0.007,0.074,0.156,0.05,0.167,25.534,,0.001,Art & Design,Woman,CALM
41222541-79e0-5b6e-b40e-0fdd8ca04645,0.01,0.776,2.367,13.125,0.343,0.29,60.029,,0.046,Fashion & Style,Man,CALM
37750d59-6e2d-53ac-9971-da367b83df06,3.355,1.416,0.025,1.199,0.071,0.82,81.599,,0.045,Food,Man,CALM
7531a484-7e2c-5be9-bc98-74e968c44fde,94.792,0.004,0.004,0.091,0.003,0.106,1.335,,0.001,Science,Man,HAPPY
520fa6b9-94ae-57ae-82c4-3e7ea47a444c,0.065,0.119,2.736,0.32,0.207,0.085,94.629,,0.015,Your Money,Man,CALM
b33a9e12-71be-5230-a4a5-4f6f76c3eef9,0.008,0.036,0.035,0.076,0.023,0.028,99.721,,0,Health,Man,CALM
01e3c31e-881c-5d98-b27b-193b53d849d2,0.099,0.102,0.226,3.532,0.005,0.445,92.327,,0.087,Books,Man,CALM
46c63d33-ee53-59d0-b793-00266726f781,100,0,0.001,0.002,0.005,0.004,0.002,,0.001,Food,Man,HAPPY
8d580626-092d-5dab-a727-b09fa60f300e,5.981,13.647,0.016,0.736,0.026,0.349,48.185,,0.02,Art & Design,Man,CALM
e4b901ae-7cef-5b9b-aa62-7e64c1f81a23,100,0,0,0,0,0.003,0.003,,0,Food,Man,HAPPY
4c4390ca-a545-56a6-b866-defcaff6b8b0,100,0,0,0,0,0.015,0,,0,Television,Man,HAPPY
5545b43b-5a6c-57cd-8101-1ce77f6cd0d6,0.068,0.074,6.409,10.091,0.253,0.737,59.273,,0.058,Opinion,Man,CALM
06145d35-3347-5397-975a-ee7bea4c4857,4.639,0.114,0.088,14.125,0.286,62.84,23.621,,1.268,Technology,Man,SURPRISED
5c657b11-b8d4-51d1-a0ca-e33db6459374,0.002,96.896,6.848,0.161,0.262,0.046,6.757,,0.318,Opinion,Man,SAD
1d98ce96-76fd-5b27-a16a-e7bc529d8e59,100,0,0,0,0,0,0,,0,Food,Man,HAPPY
8ce0dce4-5ab4-5ac6-b820-8bc271ccf8a3,0.494,0.148,0.599,1.073,0.229,0.165,94.489,,0.003,Well,Man,CALM
693585e1-3125-5e1b-acf2-2bb5c3112051,0.002,0.282,0.031,0.047,0.014,0.003,99.442,,0,Travel,Man,CALM
e1c50e7f-df7c-52be-bed8-6ac6e76e1a0d,0.076,0.013,0.028,0.02,0.013,0.008,99.581,,0,Well,Man,CALM
02b29fbb-4a5d-5303-965b-688bf89762a2,92.025,0.012,0.004,0.047,0.011,0.043,2.251,,0.008,Theater,Man,HAPPY
bd02111e-f938-526a-94c4-b17ec329bcec,100,0,0,0,0.001,0.001,0.003,,0,Travel,Man,HAPPY
4b8ba3ad-8b7b-54c1-be2c-18321c3ff9f9,1.112,0.018,33.032,1.326,0.051,0.275,45.58,,0.005,Technology,Man,CALM
17fa5c67-4820-5d5a-8880-53e19711f985,0,0.122,0.023,0.053,0.005,0.001,99.721,,0,Global Business,Man,CALM
